Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/06 6:57:14 PM GMT+5:30,65,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,1,Maybe,Always,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,1,Yes,3,3,User-friendly website/app interface,Nothing,550768
2023/06/07 12:27:12 PM GMT+5:30,44,Male,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,5,No,Never,High shipping costs,Always,No,Never,Sometimes,2,No,3,4,All the above,Irrelevant product suggestions,511271
2023/06/05 3:28:01 PM GMT+5:30,19,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,2,Yes,Sometimes,High shipping costs,Often,No,Occasionally,Sometimes,3,Yes,5,3,Product recommendations,Shipping speed and reliability,290231
2023/06/04 8:45:45 PM GMT+5:30,8,Others,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,4,No,Often,High shipping costs,Always,Yes,Never,Sometimes,1,Yes,2,3,Customer service,.,975151
2023/06/09 4:31:06 PM GMT+5:30,41,Female,Once a week,Clothing and Fashion;others,Sometimes,Rarely,others,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,No,5,Yes,5,4,Quick delivery,Product quality and accuracy,610777
2023/06/11 10:48:27 PM GMT+5:30,38,Others,Multiple times a week,Clothing and Fashion,Yes,Rarely,categories,First page,3,No,Always,others,Often,Yes,Heavily,Yes,2,Yes,1,3,Product recommendations,Nothing,302816
2023/06/09 2:42:57 PM GMT+5:30,40,Prefer not to say,Once a month,Beauty and Personal Care;others,Sometimes,Multiple times a day,Filter,First page,5,Maybe,Always,others,Often,No,Rarely,Sometimes,5,Sometimes,3,2,.,Nil,993527
2023/06/05 10:06:15 PM GMT+5:30,10,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,others,Multiple pages,5,Yes,Never,Changed my mind or no longer need the item,Always,No,Heavily,Yes,5,No,3,3,Wide product selection,No problems with Amazon,885171
2023/06/04 8:45:45 PM GMT+5:30,4,Others,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,others,First page,1,No,Rarely,Changed my mind or no longer need the item,Always,Yes,Never,Sometimes,5,Sometimes,4,3,Product recommendations,better app interface and lower shipping charges,682268
2023/06/07 1:00:09 PM GMT+5:30,38,Male,Once a week,Beauty and Personal Care,No,Multiple times a day,others,Multiple pages,2,No,Rarely,others,Often,Yes,Moderately,Yes,3,Sometimes,1,5,Wide product selection,User interface ,124670
2023/06/08 5:39:54 PM GMT+5:30,29,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Moderately,Sometimes,2,Yes,4,5,Competitive prices,User interface of app,451009
2023/06/11 11:25:09 PM GMT+5:30,49,Male,Once a month,Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,4,No,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Sometimes,5,Sometimes,5,3,Customer service ,No problems with Amazon,717249
2023/06/09 12:22:47 PM GMT+5:30,65,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,First page,1,Yes,Never,Found a better price elsewhere,Never,No,Rarely,Sometimes,4,Sometimes,1,5,Competitive prices,Add more familiar brands to the list,721713
2023/06/04 8:54:36 PM GMT+5:30,41,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Filter,Multiple pages,1,No,Rarely,others,Rarely,No,Moderately,Sometimes,5,Yes,2,3,Wide product selection,Add more familiar brands to the list,905414
2023/06/11 11:26:54 PM GMT+5:30,44,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Keyword,First page,4,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,No,3,No,1,5,Competitive prices,Reducing packaging waste,891775
2023/06/09 10:23:45 AM GMT+5:30,59,Female,Few times a month,others,Sometimes,Few times a week,Keyword,First page,1,Yes,Always,Found a better price elsewhere,Always,No,Moderately,No,5,Sometimes,3,1,Product recommendations,Irrelevant product suggestions,423525
2023/06/12 2:44:47 PM GMT+5:30,19,Prefer not to say,Less than once a month,others,Sometimes,Multiple times a day,Keyword,First page,4,Maybe,Always,High shipping costs,Often,Yes,Occasionally,Yes,5,No,3,2,Quick delivery,Shipping speed and reliability,669717
2023/06/04 9:22:58 PM GMT+5:30,60,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Rarely,nan,Multiple pages,3,Maybe,Always,High shipping costs,Sometimes,No,Never,Sometimes,4,Yes,2,3,Quick delivery,Nothing,272997
2023/06/07 9:23:41 PM GMT+5:30,5,Male,Once a week,Groceries and Gourmet Food,No,Few times a week,Filter,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Always,No,Moderately,No,5,No,4,4,Wide product selection,Nil,506454
2023/06/07 2:09:49 PM GMT+5:30,54,Male,Once a month,Home and Kitchen,Sometimes,Few times a week,others,First page,3,No,Always,others,Rarely,No,Occasionally,Sometimes,1,Yes,5,5,.,User interface of app,419206
2023/06/07 11:10:09 PM GMT+5:30,28,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Filter,Multiple pages,5,Maybe,Never,Changed my mind or no longer need the item,Rarely,Yes,Heavily,Yes,1,No,4,4,.,Nil,880707
2023/06/08 5:54:05 PM GMT+5:30,45,Male,Less than once a month,Home and Kitchen;others,Sometimes,Rarely,Filter,First page,4,Maybe,Often,Found a better price elsewhere,Never,Yes,Heavily,No,4,Yes,5,1,.,Add more familiar brands to the list,416226
2023/06/06 6:57:14 PM GMT+5:30,7,Female,Less than once a month,Beauty and Personal Care;others,Yes,Rarely,categories,Multiple pages,4,Maybe,Often,others,Sometimes,No,Rarely,Sometimes,1,Yes,1,1,Quick delivery,Add more familiar brands to the list,494738
2023/06/06 7:10:14 PM GMT+5:30,52,Female,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,categories,Multiple pages,1,Maybe,Always,Found a better price elsewhere,Always,Yes,Never,Sometimes,4,Sometimes,3,2,.,Scrolling option would be much better than going to next page,802472
2023/06/07 7:17:13 PM GMT+5:30,52,Others,Multiple times a week,Home and Kitchen,Yes,Multiple times a day,categories,Multiple pages,1,No,Always,others,Sometimes,Yes,Never,Sometimes,1,Sometimes,4,1,Product recommendations,Irrelevant product suggestions,382699
2023/06/08 5:20:57 PM GMT+5:30,48,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple times a day,others,First page,1,Maybe,Rarely,others,Sometimes,Yes,Rarely,Yes,3,No,5,4,User-friendly website/app interface,Irrelevant product suggestions,224326
2023/06/12 3:55:53 PM GMT+5:30,19,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,5,No,Often,Found a better price elsewhere,Often,Yes,Never,No,1,No,4,2,Customer service,Customer service responsiveness,584163
2023/06/09 3:16:30 PM GMT+5:30,6,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,3,Yes,Often,Found a better price elsewhere,Always,No,Never,Sometimes,4,No,5,2,Customer service ,Irrelevant product suggestions,771251
2023/06/05 8:46:09 PM GMT+5:30,61,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,2,Yes,Always,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,4,No,5,4,All the above,User interface of app,743680
2023/06/04 11:12:15 PM GMT+5:30,13,Others,Once a month,Beauty and Personal Care;others,No,Few times a month,others,First page,4,Yes,Always,Found a better price elsewhere,Always,No,Rarely,Sometimes,4,No,1,4,All the above,I don't have any problem with Amazon,854381
2023/06/07 10:39:21 PM GMT+5:30,34,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,others,First page,2,No,Sometimes,others,Always,No,Rarely,No,3,No,5,5,Customer service ,Irrelevant product suggestions,386370
2023/06/05 11:20:41 AM GMT+5:30,23,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Filter,First page,5,Yes,Rarely,Found a better price elsewhere,Often,No,Never,Yes,1,Yes,2,3,Competitive prices,I don't have any problem with Amazon,867968
2023/06/10 2:40:34 PM GMT+5:30,54,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Never,Yes,Never,No,4,Sometimes,4,3,.,better app interface and lower shipping charges,411247
2023/06/06 7:10:55 PM GMT+5:30,56,Female,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,First page,5,No,Rarely,Found a better price elsewhere,Sometimes,No,Moderately,Yes,3,Yes,4,3,.,Add more familiar brands to the list,160369
2023/06/06 10:17:06 AM GMT+5:30,43,Female,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,First page,3,Yes,Never,Found a better price elsewhere,Often,Yes,Moderately,No,2,Yes,3,3,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,252070
2023/06/06 11:20:53 AM GMT+5:30,58,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Rarely,categories,Multiple pages,2,No,Rarely,others,Never,Yes,Moderately,No,1,No,4,2,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,484054
2023/06/07 9:32:38 AM GMT+5:30,22,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,nan,First page,3,Yes,Often,others,Sometimes,No,Occasionally,No,4,Sometimes,1,3,All the above,Product quality and accuracy,745881
2023/06/04 7:23:21 PM GMT+5:30,52,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,others,Multiple pages,3,Yes,Never,High shipping costs,Rarely,Yes,Heavily,Sometimes,4,Yes,3,5,.,better app interface and lower shipping charges,678025
2023/06/10 2:40:34 PM GMT+5:30,4,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,2,Sometimes,3,3,Customer service,Nothing,454287
2023/06/11 10:43:19 PM GMT+5:30,61,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Filter,Multiple pages,2,Yes,Never,Found a better price elsewhere,Often,Yes,Rarely,Yes,5,Yes,1,5,Quick delivery,Add more familiar brands to the list,722994
2023/06/08 10:21:20 PM GMT+5:30,49,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,Keyword,Multiple pages,1,Maybe,Sometimes,High shipping costs,Always,No,Occasionally,Yes,1,No,1,3,All the above,Product quality and accuracy,298597
2023/06/06 7:08:47 PM GMT+5:30,46,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,others,First page,1,Yes,Rarely,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Yes,1,2,Wide product selection,I don't have any problem with Amazon,588308
2023/06/05 2:21:37 PM GMT+5:30,48,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen,No,Few times a week,Filter,First page,3,Yes,Always,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,4,No,1,4,Customer service ,Nothing,911193
2023/06/06 6:51:13 PM GMT+5:30,9,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,others,Multiple pages,4,Maybe,Sometimes,others,Sometimes,Yes,Rarely,Yes,1,Yes,4,2,.,Quality of product is very poor according to the big offers,857379
2023/06/07 9:35:23 PM GMT+5:30,3,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a week,categories,First page,2,Maybe,Rarely,others,Sometimes,Yes,Heavily,Yes,5,Yes,1,2,User-friendly website/app interface,Reducing packaging waste,422759
2023/06/08 5:44:57 PM GMT+5:30,17,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,First page,3,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,5,No,3,5,All the above,I don't have any problem with Amazon,147512
2023/06/11 11:24:21 PM GMT+5:30,64,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,others,First page,4,Yes,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,4,Sometimes,4,4,Customer service,User interface of app,512176
2023/06/12 3:44:16 PM GMT+5:30,41,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,categories,Multiple pages,4,No,Often,Found a better price elsewhere,Sometimes,Yes,Rarely,No,1,Sometimes,1,3,Product recommendations,better app interface and lower shipping charges,768032
2023/06/11 11:20:57 PM GMT+5:30,59,Prefer not to say,Multiple times a week,Home and Kitchen;others,Yes,Rarely,nan,Multiple pages,2,Maybe,Rarely,High shipping costs,Often,No,Occasionally,No,3,No,3,4,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,350475
2023/06/04 7:23:21 PM GMT+5:30,9,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Never,High shipping costs,Never,Yes,Heavily,No,2,No,4,4,Customer service,I don't have any problem with Amazon,596388
2023/06/12 3:59:59 PM GMT+5:30,54,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,nan,First page,4,No,Always,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,4,User-friendly website/app interface,Reducing packaging waste,110663
2023/06/08 9:39:55 PM GMT+5:30,12,Female,Once a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,First page,2,No,Often,Changed my mind or no longer need the item,Always,Yes,Moderately,Sometimes,1,Yes,5,2,Product recommendations,Customer service responsiveness,918268
2023/06/09 10:23:45 AM GMT+5:30,13,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,Keyword,Multiple pages,4,No,Rarely,High shipping costs,Rarely,No,Heavily,Yes,2,No,3,4,Quick delivery,User interface ,417311
2023/06/09 10:28:23 AM GMT+5:30,29,Female,Once a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Filter,First page,3,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,1,Yes,1,1,Customer service ,Product quality and accuracy,761697
2023/06/07 10:20:09 PM GMT+5:30,41,Prefer not to say,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a week,categories,First page,2,No,Always,Found a better price elsewhere,Rarely,Yes,Never,Yes,2,Sometimes,4,4,Product recommendations,Shipping speed and reliability,860050
2023/06/09 2:51:07 PM GMT+5:30,48,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,5,Yes,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Sometimes,2,Yes,2,5,Quick delivery,Nothing,654941
2023/06/12 3:48:11 PM GMT+5:30,44,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,Keyword,First page,4,Maybe,Never,Changed my mind or no longer need the item,Never,No,Heavily,Yes,1,Sometimes,5,3,Competitive prices,Add more familiar brands to the list,390017
2023/06/08 5:41:46 PM GMT+5:30,11,Male,Less than once a month,Clothing and Fashion,Yes,Rarely,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,Never,Yes,Never,No,1,No,3,5,Customer service ,No problems with Amazon,213732
2023/06/07 10:41:10 PM GMT+5:30,11,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,Multiple pages,4,Yes,Often,High shipping costs,Often,No,Moderately,No,2,Sometimes,1,3,Product recommendations,Scrolling option would be much better than going to next page,967316
2023/06/09 2:39:47 PM GMT+5:30,61,Prefer not to say,Less than once a month,Clothing and Fashion;others,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,5,No,3,2,User-friendly website/app interface,Nothing,347217
2023/06/07 9:17:50 PM GMT+5:30,43,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,categories,Multiple pages,2,No,Rarely,Found a better price elsewhere,Rarely,No,Rarely,Yes,1,No,1,4,Customer service,.,631461
